Tiếng Việt,Tiếng BaNa
"Nguyên liệu gây trồng mộc nhĩ gồm: Mùn cưa các loài gỗ mềm không có tinh dầu, không bị lẫn xăng dầu, không bị mốc; cám gạo, bột ngô nghiền mịn."," đô sư̆ pơtăm mơmơ̆u ơ̆i: 'nhă 'long lơmưn bĭ ơ̆i dơ̆u, bĭ ơ̆i bơluh xăng dơ̆u, bĭ ơ̆i phok, đơ̆k phe, đơ̆k hơpo pĕh hach."
"Nhà trồng mộc nhĩ làm bằng vật liệu tre nứa, rơm rạ, đơn giản, sạch sẽ, tránh được mưa, nắng, gió lớn và thoát nước.","Hnam pơtăm mơmơ̆u pơm dĭ 'treng, hơnong 'ba, 'bunh 'bŏk, uôl iêl, pơdôh đĕi 'mi, tŏ, kial grông weng ruôh đĕi đak."
"Ủ mùn cưa: Trộn mùn cưa với nước vôi loãng cho ẩm đều rồi vun thành đống trên giá gỗ, dưới lót cót hay phên tre, trên đống ủ có mái che mưa.","pung 'nhă 'long: jrơ̆u 'nhă 'long adring đak chul lơhông ăn lơngơp rim đĭ 'nao khŭl ăn hơ ơpôm kơpưng pra 'long , gah ala lư̆k kơđŏh oen kơchĭa kram, gih kơpưng ơ̆i pơnuôl athu jŭ 'mi."
"Lượng mùn ủ ít nhất là 500 kg, lấy cót hoặc nilon quây xung quanh, cứ 15 ngày đảo đều và ủ lại một lần, sau 30 ngày ủ có thể đưa vào đóng túi. Thời gian ủ không kéo dài quá 1 năm.","nhă 'long sư̆ pung bĭa đĕch la pơđăm hriêng kĭ, 'yok kơđŏh  weng hla mơlung athu tăp dal, truh minh jĭt đăm 'năr wơl rim weng athu minh 'măng piêu,đơ̆ng rong pêng jĭt 'năr pung 'nhă 'long bơ̆n 'nao jing 'biêt lơ̆m ơtŭm mơlung. 'măng 'năr pung 'nhă 'long  bĭ ăn sư̆ đunh gloh minh sơ'năm."
Trộn giá thể: Trộn đều 10 kg cám gạo và 15 kg bột ngô nghiền mịn với 500 kg mùn cưa ẩm tạo thành giá thể trồng mộc nhĩ,drơ̆u dơnŏ sư̆ pơtăm : drơ̆u rim minh jĭt kĭ đơ̆k phe weng minh jĭt pơđăm kĭ đơ̆k hơpo pĕh hach adring đăm hriêng 'nhă 'long lơngơp 'nao jing  pơtăm mơmơ̆u.
"Chỉnh độ ẩm ở mức 60 - 65% là vừa đủ, thử bằng cách nắm mùn cưa trong lòng bàn tay rồi từ từ mở ra, nhìn hiện trạng mùn cưa trong tay để biết đủ ẩm hay chưa.","Pơm lơngơp 'nhă 'long sư̆ dang dơdrơ̆u jĭ truh dơdrơ̆u jĭ đăm phân hriêng buơ̆ tơ̆t, kơđôp năng 'nhă 'long lơ̆m ti đơ̆ng rŏng tơ'nglaih dal dal, hnhĕi năng 'nhă 'long lơ̆m ti tam tơ̆l lơngơp lê̆ đim."
"Dán túi: Dùng túi nilon chịu nhiệt, kích thước 20 x 40 cm, dán 2 góc rồi lộn lại, tạo thành túi có đáy vuông, phẳng.","pơtĕp atŭm mơlung: 'yŏk atŭm mơlung hrưng đĕi tŏ, dang 'bar jĭ truh 'buôn jĭt cm,sĭt alê̆ tơ'plĭh gih dơlăm, ăn atŭm tơpăt.  "
"Đóng túi: Nhồi giá thể vào túi, khi cách miệng túi 10 cm thì dùng ống nhựa tròn có đường kính 2 cm dài 3 cm luồn vào rồi gập nilon xuống, lấy dây chun nịt chặt, dùng bông sạch nút chặt miệng túi, đậy nắp nhựa tránh nút bông bị ướt khi hấp thanh trùng.","Sĭt 'bơ̆l atŭm: kơ'nhĕt 'nhă 'long mư̆t lơ̆m atŭm, tơkơh đơ̆ng 'noh truh tơ'bơ̆l atŭm  la minh jĭt cm 'nao 'yok kơlok nhưa să dang 'bar cm  đuô̆i 'pêng cm chơrŏh mư̆t  đơ̆ng rong ĕi tơjăt mơlung jul, 'yŏk tơlĕi tơhyot chô̆ 'yăp, 'yŏk kơpaih uôl kơ'nhĕt 'yăp 'bơ̆l atŭm, 'yŏk tơnglơ̆p nhưa wiêl dơnŏ chô̆ kơpaih bĭ ăn 'yôm kơpaih 'nao sư̆ dơnŏ âl âl ăn luôch giŏng quê̆."
"Thanh trùng: Có 2 cách hấp thanh trùng: Hấp bằng nồi áp suất và hấp cách thủy ở nhiệt độ 95 - 1000C, duy trì thời gian đun từ 15 - 18 giờ. ","sư̆ pơm ăn giŏng luôch: ơ̆i 'bar tơdrong sư̆ pơm ăn giŏng luôch: sư̆ lơ̆m gŏ khĭt kơ'nglŭp ăn lĕch  đak chơuôt  dang sĭn jĭt đăm truh minh ơ'bơ̆u đô C, sư̆ đunh dang minh jĭt đăm truh minh jĭt tơhngam giơ.   "
"Hết thời gian hấp, mở cửa lò cho nguội bớt rồi chuyển bịch ra ngoài tránh để lâu sẽ ướt nút bông, tháo bỏ chụp nilon, chuyển túi vào phòng cấy.","jơh aleh ơ̆p, pơlok 'măng sơlung ăn lơngưp đơ̆ng rŏng ĕi 'yok đĭ atŭm jơh đĕi ơ̆p chĕp lĕch agah bĭ ăn sư̆ đunh 'jŭ yôm dơnŏ chô kơpaih, 'dư̆ng tôk dơnŏ sŭp mơlung chĕp đĭ atŭm mư̆t lơ̆m phong sư̆ cay"
Từ khi trộn giá thể tới lúc thanh trùng túi giá thể không quá 6 giờ.,đơ̆ng drơ̆u 'nhă 'long truh ơ̆p ăn giŏng luôch bĭ ăn sư̆ atŭm 'nhă 'long gloh dơdrơ̆u giơ
Khi cấy giống cần chuẩn bị,jơ nang wă pơtăm bơ̆n phai choro adrol minh sô đô.
"Phòng cấy giống rộng 2 - 4 m2, dọn sạch sẽ, có 1 bàn cấy, nếu phòng rộng dùng nilon hoặc bạt ngăn hẹp lại.","phong sư̆ pơtăm adrĕch să dang 'bar truh puôn m2, chơpuih ăn uôh iêl, ơ̆i minh tŏ bang sư̆ pơtăm,tơ̆ng phong să 'yŏk hlah mơlung weng 'yŏk minh chơđeh chơkot să kơdơ̆t ăn kơchiê̆.  "
"Dụng cụ cấy gồm: dùi gỗ, que cấy, cồn 700. ","đô sư̆ vă pơtăm ơ̆i : kơnho sư̆ cheu 'long, 'long sư̆ chơtăp pơtăm , côn pơjĭt đô."
"Khi túi giá thể nguội hẳn thì cấy giống bằng cách dùng dùi gỗ chọc 1 lỗ giữa túi sâu 12 - 15 cm, lấy que cời giống từ túi giống sang cho đầy lỗ, đậy lại nắp bông.","Hla như atŭm 'nhă 'long lơngơp 'nao pơtăm 'yŏk kơnho cheu minh pơlôh tŏpŏk atŭm jrŭ minh jĭt 'bar truh minh jĭt đăm cm, 'yŏk 'long chơquel adrĕch đơ̆ng atŭm adrĕch ăn 'bĕnh lơ̆m blôh, 'yŏk tơnglơ̆p kơpaih kơchăt pơlôh.    "
"Thao tác cấy giống cần nhanh, thường xuyên thanh trùng dụng cụ cấy bằng cồn.","jơnang pơtăm adrĕch phai pơm mă kuăng, đô sư̆ pơtăm hla như kŭng phai tong lơ̆m đak côn."
"Nuôi sợi: Xếp túi nấm đã cấy giống vào giá để ươm sợi, không để các túi chạm vào nhau. Nơi ươm sợi không cần ánh sáng. ","Rong tơlĕi  mơmơ̆u: ơdon atŭm mơmơ̆u yơh pơtăm sư̆ vă tơmư̆t tơlĕi mơmơ̆u, bĭ ăn atŭm 'bom dĭh bơ̆n.Tơnŏ pơtăm tơlĕi mơmơ̆u khĭ vă ơ̆i Măt 'năr."
"Sau 20 - 30 ngày, sợi nấm mọc lan xung quanh và tới đáy túi thành màu trắng, rắn chắc thì tháo nút bông, buộc chặt cổ túi","đơ̆ng rong 'bar jĭt truh pêng jĭt 'nar, tơlĕi mơmơ̆u hon tăp dal gih agah truh kơnĭt atŭm jing mâu kok, hla như 'yăp dêh 'nao dŏng tơnglơ̆p kơpaih, chôh 'yăp hơlŏng atŭm."
"Dùng dao sắc rạch 6 - 8 vết dài 1,5 - 2 cm quanh thành túi, treo các túi thành từng dây, theo hàng trong nhà trồng nấm, các túi phải cách nhau từ 25 - 30 cm.","yok săng han roch dơdrơ̆u truh tơhngam điêl đuô̆i minh phay pơđăm truh 'bar cm pơdal jih atŭm, ơtol atŭm lơ̆m tơlĕi pơm jing minh trong lơ̆m hnam pơtăm mơmơ̆u, rim atŭm phai ơtol hloh dih bơ̆l dang 'bar jĭt đăm truh pêng jĭt cm. "
"Chăm sóc nấm: Hàng ngày phun nước 2 - 3 lần, sau 1 tuần sẽ hình thành mộc nhĩ, cần tăng lượng nước tưới đảm bảo luôn đọng bụi nước trên cánh mộc nhĩ.","Tơme rong mơmơ̆u: rim 'năt chruh đak 'bar truh pêng 'măng, đơ̆ng rŏng minh tuâ̆n 'nao jinh mơmơ̆u, chruh đak mă lư piêu pơm ăn kơpưng mơmơ̆u hla như kŭng ơ̆i đak. "
Thu hái và bảo quản,hlêh mơmơ̆u weng hmiêt wĕi 
"Từ lúc xuất hiện quả thể đến thời điểm thu hái khoảng 10 - 15 ngày, lúc này cánh mộc nhĩ có đường kính 3 - 5 cm. Có thể hái tỉa từng cánh hoặc hái cả cụm.","đơ̆ng pơtơm lĕch truh jơnang hlêh dang minh jĭt truh minh jĭt pơđăm 'nar, nang 'noh mơmơ̆u đĕi dang pêng truh pơđăm cm. Ơ̆i 'noh hlêh minh hlak weng hlêh đĭ minh tơhdum."
"Sau 3 - 4 lứa thấy cánh mộc nhĩ mỏng, bé thì ngừng tưới 2 - 3 tuần để khô gỗ rồi chăm sóc tiếp như lúc đầu ra giàn.","đơ̆ng rŏng pêng truh puôn 'măng hlêh 'boh mơmơ̆u hon hui hui, mơmơ̆u ơ̆i ră jê̆ bơ̆n nĕ pă chruh đak 'bar truh pêng tuâ̆n sư̆ ăn 'long sriêng đơ̆ng rŏng tơme piêu in pơtơm chĕp lĕch agah. "
"Thao tác hái nhẹ nhàng, tránh làm nát tai nấm. Phơi tai mộc nhĩ dưới nắng cho tới khi khô giòn. Bảo quản mộc nhĩ khô trong túi nilon, buộc chặt và để nơi khô ráo.","bơ̆n hlêh phai pơm dal dal, bĭ ăn hach mơmơ̆u. Dră mơmơ̆u dơnŏ tŏ truh sriêng krĕnh. Wĕi hmiêt mơmơ̆u jơh sriêng lơ̆m atŭm mơlung, chô̆ 'yăp weng sư̆ dơnŏ sriêng."
Áp dụng tiến bộ kỹ thuật trong canh tác cây ăn quả có múi,Tôjung pôm tieâÊn ‘boâ ky thuaât lôêm kanh tac ‘long sa pleêi ôêi achom
"Cây ăn quả có múi là một trong những nhóm cây ăn quả chủ lực, cho giá trị kinh tế cao.","‘Long sa pleêi ôêi achom la minh lôêm rim kôpul ‘long sa pleêi chu löêk, aên giaê tri kinh teâÊ deâh"
"Tuy nhiên thời gian gần cây, ngành sản xuất cây ăn quả có múi của nước ta phải đối mặt với nhiều khó khăn như tình hình sâu bệnh hại phức tạp, giống chất lượng cao chưa nhiều, dinh dưỡng đất bị cạn kiệt","Maêleêi jônang jeâÊ ôêu, nganh choh jang ‘long sa pleêi ôêi achom ñôêng ñak bôên phai tôjröêm maêt adriêng lö hrat tônap in tôdrong jôroâng jiê pôm glaêi phöêk tap, adreâÊch tôdrong thu ‘yoêk ñei deâh ñim lö, yinh yöông teh jôh ñiê"
"Để duy trì và phát triển nền sản xuất cây ăn quả có múi bền vững, cần nhiều giải pháp","Söê pôgeêi pieâu oeêng pôjing tôdrong choh jang ‘long sa pleêi ôêi achom kôjaêp, waê lö tôdrong"
Trong đó việc áp dụng triệt để các biện pháp kỹ thuật vào sản xuất là một trong những giải pháp được các nhà khoa học khuyến cáo nông dân thực hiện.,Lôêm ‘noh tôdrong tôjung pôm pôgloh rim ky thuaât tômöt choh jang la minh lôêm rim tôdrong ñei rim hnam khoa hoêk pôtho khan naê ma pôm
Đất trồng cây ăn quả có múi chu kỳ 2 và 3 cần cải tạo đất trước khi trồng cây ăn quả có múi,Teh pôtaêm ‘long sa pleêi ôêi achom chu ky ‘baêl oeêng peâng  waê kai tao teh adrol jônang pôtaêm ‘long sa pleêi ôêi achom
"Trồng cây họ đậu như đậu tương, cây lạc... từ 2 đến 3 vụ; trồng cây cốt khí, cây điền thanh... sau đó cắt, cày lật úp dùng làm nguồn phân hữu cơ","Pôtaêm ‘long ho ñaâu in ñaâu töông, ‘long ñaâu phung… ñôêng ‘baêl truh peâng vuê; pôtaêm ‘long koât khiÊ, ‘long ñieân thanh… ñôêng roêng ‘noh, kaêi plôê suêp söê pôm nguoân phôêng höu kô"
"Trồng một chu kỳ cây keo, kết hợp bón vôi bột nhằm cải tạo đất trước khi trồng cây ăn quả có múi chu kỳ mới.","Pôtaêm minh chu ky ‘long keo, adriêng ‘boên sra ‘boât söê kai tao teh adrol jônang pôtaêm ‘long sa pleêi ôêi achom chu ky anao"
Kỹ thuật trồng nổi cây ăn quả có múi để tạo điều kiện cho bộ rễ tơ phát triển ngay trên tầng đất canh tác (bộ rễ tơ phát triển ngay trên bề mặt 20 - 30 cm của tầng đất canh tác).,Kô kach pôtaêm noâi ‘long sa pleêi ôêi achom söê pôm tôdrong aên ‘boâ rieâÊh tô pôjing ngay lôêm taâng teh pôm (‘boâ rieâÊh tô pôjing ngay lôm ‘beâ maêt ‘baêl jiêt truh peâng jiêt centimet ñôêng taâng teh pôm)
"Áp dụng chặt đứt rễ cọc của cây ăn quả có múi trong thời kỳ kiến thiết cơ bản (cây 2 - 3 năm tuổi), không cho rễ cọc phát triển quá sâu dễ gặp mạch nước ngầm làm thối rễ cọc.","Tôjung pôm koh kôteêch rieâÊh loih ñôêng ‘long sa pleêi ôêi achom lôêm jônang kieâÊn thieâÊt kô ‘ban (‘long ‘baêl truh peâng sônaêm), biê aên rieâÊh loih pôjing pôgloh jôruê hlaêu tôjröêm trong ñak ngaâm pôm oâm rieâÊh loih"
"Cắt tỉa tạo tán theo dạng hình chữ Y (làm cho cây ăn quả có múi thông thoáng, chiều cao tán để dưới 3 đến 3,5 m","Kaêt tia pôm gôdai ‘boi yang hinh chö Y (pôm aên ‘long sa pleêi ôêi achom thoâng thoang, trong ñuoâÊi gôdai söê ôla peâng truh peâng pheêi pôñaêm met"
"Áp dụng biện pháp vít cành đối với những cây ăn quả có múi trẻ tuổi (2 - 5 tuổi), cắt hạ tán với những vườn cây ăn quả có múi già cỗi (cây trên 10 năm tuổi).","Tôjung pôm tôdrong dui tô‘bra adriêng rim long sa pleêi ôêi achom adruh (‘baêl truh pôñaêm sônaêm), kaêt ha gôdai adriêng rim vöôn ‘long sa pleêi ôêi achom kraê (‘long loi minh jiêt sônaêm)"
"Làm cỏ, bón phân","Pôm nhaêt, ‘boên phôêng"
"Không sử dụng thuốc trừ cỏ trong vườn cây ăn quả có múi, chỉ làm sạch cỏ gốc thường xuyên, khống chế cỏ dại trong vườn cây ăn quả có múi bằng biện pháp cắt cỏ hoặc trồng cây lạc dại, dùng màng phủ nylon chuyên dụng để hạn chế cỏ dại.","Biê chaê yuoâ bôgang ‘bet nhaêt lôêm vöôn ‘long sa pleêi ôêi achom, pôm sach ‘nhaêt tôm deêch, khoâÊng cheâÊ ‘nhaêt lôêm vöôn ‘long sa plei ôêi achom ñôêng tôdrong kaêt nhaêt thoi pôtaêm ‘long ñaâu phung bri, ‘yoêk mang athu nilon chueân yuêng söê pôm tôjul nhaêt"
"Đất trồng cây ăn quả có múi phải được cải tạo thường xuyên, hàng năm bón bổ sung hàm lượng phân hữu cơ vi sinh, vôi bột, lân để cải tạo đất (pH > 5,5) và bộ rễ cây ăn quả có múi.","Teh pôtaêm ‘long sa pleêi ôêi achom phai ñei kai tao deêch, rim sônaêm ‘boên tôguêm ham löông phôêng höu kô vi sinh, sra ‘boât, laân söê kai tao teh (pH groâng loi pôñaêm pheêi pôñaêm) oeêng ‘boâ rieâÊh ‘long sa pleêi ôêi achom"
"Ví dụ: Đối với cây ăn quả có múi 5 đến 10 năm tuổi; Cuốc theo hình tán cây bón phân chuồng hoai mục (50 - 70 kg), lân bột (2 - 3 kg), vôi bột (1 - 1,5 kg), NPK tổng hợp bón lót (1 - 2 kg), phân hữu cơ vi sinh (2 - 3 kg); Trộn đều với đất và lấp lại, hạn chế tưới trong mùa đông.","Viê yuê: Adriêng ‘long sa pleêi ôêi achom pôñaêm truh minh jiêt sônaêm; boêk ‘boi hinh gôdai ‘long ‘boên phôêng chuoâng hoai buk (pôñaêm jiêt truh tôpôêh jiêt kiloâgam), laân ‘boât (‘baêl truh peâng kiloâgam), sra ‘boât (minh truh pôñaêm kiloâgam), NPK toâng hôêp ‘boên lot (minh truh ‘baêl kiloâgam), phôêng höu kô vi sinh (‘baêl truh peâng kiloâgam); jrôêu hôdôi adriêng teh oeêng ‘buê pieâu, tôjul chruh ñak lôêm jan tônghieât"
"Bón bổ sung phân bón tổng hợp NPK bón lót sau khi thu hoạch quả và phân bón tổng hợp NPK bón thúc trong giai đoạn ra hoa, đậu quả và giai đoạn quả lớn","‘Boên tôguêm phôêng ‘boên toâng hôêp NPK ‘boên lot ñôêng roêng jônang thu ‘yoêk pleêi oeêng phôêng ‘boên toâng hôêp NPK ‘boên thuêk lôêm jônang leêch pôkao, ôêi pleêi oeêng jônang pleêi groâng"
"Chú ý sử dụng phân bón tổng hợp NPK ở các thời kỳ sau thu hoạch, ra hoa, đậu quả, quả lớn, quả chín sinh lý","Ngoê hnheêi chaê yuoâ phôêng ‘boên toâng hôêp NPK oei rim jônang ñôêng roêng thu ‘yoêk, leêch pôkao, ôêi pleêi, pleêi groâng, pleêi ñum sinh lyê"
Thường xuyên bón bổ sung phân hữu cơ và phân hữu cơ vinh sinh; Hiện nay một số nhà vườn đã chuyển đổi sử dụng phân hữu cơ và phân hữu cơ vi sinh lên đến 70% so với lượng phân bón hằng năm cho cây ăn quả có múi.,Deêch ‘boên tôguêm phôêng höu kô oeêng phôêng höu kô vi sinh; Ahreêi minh ksoâÊ hnam vöôn jôh tôplih chaê yuoâ phôêng höu kô oeêng phôêng höu kô vi sinh kjung truh tôpôêh jiêt phaân traêm pôting adriêng löông phôêng ‘boên rim sônaêm aên ‘long sa pleêi ôêi achom
"Việc sử dụng phân hữu cơ giúp cải thiện và ổn định kết cấu của đất, làm cho đất tơi xốp, thoáng khí","Tôdrong chaê yuoâ phôêng höu kô tôguêm pôm alöng oeêng kôjaêp keâÊt kôêu ñôêng teh, pôm aên teh lômön, thoang khiê"
"Cung cấp nguồn dinh dưỡng tổng hợp cho đất, làm dinh dưỡng trở thành dạng dễ hấp thu, tăng cường giữ phân cho đất","Tôguêm nguoân yinh yöông toâng hôêp aên teh, pôm yinh yöông oei tôdrong hlaêu haâp thu, kjung jö phôêng aên the"
"Tăng cường hoạt động của vi sinh vật trong đất, tăng cường “sức khỏe” của đất. Đất sẽ gần như trở thành “đất chết” nếu hệ vi sinh vật đất không hoạt động được.","Kjung tôdrong ñôêng vi sinh vaât lôêm teh, kjung “jaêng pran” ñôêng teh. Teh jôh waê in “teh ‘luoâÊch” tôêng heâ vi sinh vaât teh biê hoat ñoâng ñei"
Đất trồng cây ăn quả có múi phải được cải tạo thường xuyên,Teh pôtaêm ‘long sa pleêi ôêi achom phai ñei kai tao deêch
Tưới nước và tiêu nước: Ứng dụng công nghệ tưới tiết kiệm để quản lý độ ẩm,Chruh ñak oeêng tieâu ñak: Tôjung pôm koâng ngheâ chruh amaên söê ngoê hnheêi tôdrong lôngôp
"Điều độ nước trong vườn cây ăn quả có múi cần hợp lý, nhất là vào thời kỳ ra hoa đậu quả cần phải giữ đủ ẩm khi vườn khô và thoát nước kịp thời khi trong vườn đọng nước","Ñieâu ñoâ ñak lôêm vöôn ‘long sa pleêi ôêi achom waê trô troê, pôgloh la tômöt jônang leêch pôkao ôêi plei waê phai jö duh lôngôp jônang vöôn srieâng oeêng thoat ñak tôtam lôêm jônang vöôn töng ñak"
"Chú ý tưới nước trong thời kỳ phân hóa mầm hoa, ra hoa và đậu quả non...; tiêu thoát nước trong giai đoạn mùa mưa","Ngoê hnheêi chruh ñak lôêm jônang phaân hoa boâp pôkao, leêch pôkao oeêng ôêi pleêi ‘lôp…; tieâu thoat ñak lôêm jônang jan ami"
Phòng trừ sâu bênh hại và phun phân bón lá cho cây ăn quả có múi ở từng thời kỳ,Phong dôt jôroâng jiê pôm glaêi oeêng phun phôêng ‘boên hla aên ‘long sa pleêi ôêi achom oei rim jônang
"Chỉ sử dụng thuốc bảo vệ thực vật khi đối tượng sâu bệnh hại xuất hiện và đến ngưỡng cần phải phòng trừ (chú trọng đến các thời kỳ: sau thu hoạch, ra hoa, đậu quả, quả lớn...). ","Anao chaê yuoâ bôgang jö vei ‘long pôtaêm jônang ñoâÊi töông jôroâng jiê pôm glaêi ‘boh leêch oeêng truh tôdrong waê phai phong dôt (ngoê hnheêi truh rim jônang: ñôêng roêng thu ‘yoêk, leêch pôkao, ôêi pleêi, pleêi groâng…)"
"Việc phòng trừ sâu bệnh hại trên cây ăn quả có múi phải kịp thời, đúng đối tượng và đúng thời điểm.","Tôdrong phong dôt jôroâng jiê pôm glaêi lôêm ‘long sa pleêi ôêi achom phai tôtam, troê ñoâÊi töông oeêng troê jônang"
Tăng cường áp dụng biện pháp sinh học trong phòng chống sâu bệnh hại cây ăn quả có múi.,Kjung tôjung pôm tôdrong sinh hoêk lôêm phong dôt jôroâng jiê pôm glaêi ‘long sa pleêi ôêi achom
"Hỗ trợ nông dân trồng cây ăn quả có múi áp dụng các quy trình kỹ thuật xây dựng vườn cây ăn quả có múi năng suất, chất lượng (ICM): từ trồng mới, bón phân, chăm sóc, tưới nước, thu hoạch, bảo quản, đóng gói sản phẩm","Tôguêm naê ma pôtaêm ‘long sa pleêi ôêi achom tôjung pôm rim tôdrong ky thuaât tôjung pôm vöôn ‘long sa pleêi ôêi achom naêng suaât, tôdrong thu ‘yoêk ñei (ICM): Ñôêng pôtaêm anao, ‘boên phôêng, tôme rong, chruh ñak, thu ‘yoêk, jö vei, ñoêng anung san phaâm"
Một số biện pháp hỗ trợ cho cây ăn quả có múi ra hoa đậu quả tốt,Minh ksoâÊ tôdrong tôguêm aên ‘long sa pleêi ôêi achom leêch pôkao ôêi pleêi hôgeêi
"Trồng xen, cắt trẻ hóa cây ăn quả có múi già cỗi và ghép cải tạo một số giống cây ăn quả có múi khác dòng. ","Pôtaêm xen, kaêt adruh hoêa ‘long sa pleêi ôêi achom kraê oeêng gheêp kai tao minh ksoâÊ adreâÊch ‘long sa pleêi ôêi achom biê adriêng ‘yong"
"Ví dụ như vườn bưởi Diễn thì cần ghép thêm bưởi Diễn trái chum, bưởi đỏ Tân Lạc (Hòa Bình), bưởi Da Xanh (Tiền Giang), bưởi đường Cát Quế (Hà Nội), bưởi Hoàng (Hưng Yên)... trong vườn ","Viê yuê in vöôn ‘boêng Yieân thoi waê gheêp pieâu ‘boêng Yieân pleêi chum, ‘boêng goâh Taân Lak (Hoa ‘Binh), ‘boêng ya kse (Tieân Giang), ‘boêng ñöông Cat QueâÊ (Ha Noâi), ‘boêng Hoang (Höng Yeân)… lôêm teh dal hnam"
"Để làm tăng khả năng thụ phấn chéo, bổ sung phấn trong giai đoạn cây bưởi Diễn ra hoa đậu quả.","Söê pôm kjung tôdrong thu phaâÊn cheêo, tôguêm phaâÊn lôêm jônang ‘long ‘boêng yieân leêch pôkao ôêi pleêi"
"Chặn, đào cắt đứt bớt rễ; vít cành, khoanh thiến thân, cành; tạo khô hạn và ngừng bón phân giai đoạn tháng 10 - 12 (âm lịch) trên các vườn cây ăn quả có múi khỏe.","Gôên, sil kaêt kôteêch ‘bôt rieâÊh; dui gôdai, khoanh thieâÊn ‘long, gôdai, pôm srieâng oeêng thoi ‘boên phôêng jônang kheêi minh jiêt truh kheêi minh jiêt ‘baêl (aâm lich) lôêm rim vöôn ‘long sa pleêi ôêi achom jaêng"
"Vào những ngày có mưa axit, mưa phùn kéo dài có thể dùng máy phun thuốc phun nước lã lên cây ăn quả có múi","Tômöt rim ‘naêr ôêi ami axit, ami phun dui ñunh ôêi tôdrong chaê yuoâ maêy phun bôgang phun ñak ñeêch aên ‘long sa pleêi ôêi achom"
"Rung chùm hoa để hạn chế nấm phấn trắng gây hại trên cánh hoa, làm giảm hàm lượng axit đọng lại trên hoa, quả non. Sau đó phun thuốc bảo vệ thực vật và phân bón lá.","Kôguê chum pôkao söê pôm tôjul môêu phaâÊn ‘bak pôm glaêi lôêm pônal pôkao, pôm tôjul ham löông axit araê lôêm pôkao, pleêi ‘lôêp. Ñôêng roêng ‘noh phun bôgang jö vei ‘long pôtaêm oeêng phôêng ‘boên hla"
"Sử dụng một số chất điều hòa sinh trưởng, phun hoặc tưới cho cây vào thời kỳ trước hoặc sau khi nở hoa, đậu quả.","Chaê yuoâ minh ksoâÊ chaâÊt ñieâu hoa yaêl arih, phun thoi chruh aên ‘long tômöt jônang adrol thoi ñôêng roêng leêch pôkao, ôêi pleêi"
Trước lúc ra hoa 15 - 20 ngày phun phân bón lá Growth 15WP + Flower 94 hoặc phân bón lá cao cấp Feed-DT02 kích bông (theo khuyến cáo của nhà sản xuất).,Adrol jônang leêch pôkao minh jiêt pôñaêm truh ‘baêl jiêt ‘naêr phun phôêng ‘boên hla Growth minh jiêt pôñaêm WP koâng Flower tôxiênh jiêt puoân thoi phôêng ‘boên hla kao kôêp Feed-DT khoâng ‘baêl kiêch pôkao (‘boi pôtho khan ñôêng hnam choh jang)
"Chuẩn bị ra hoa phun phân bón lá Flower 95 (15g/8 lít) + Bo-Lak, Canbo-Lak hoặc Phân bón lá cao cấp Feed-DT02 kích bông ","Chuaân ‘bi leêch pôkao phun phôêng ‘boên hla Flower tôxiênh jiêt pôñaêm (minh jiêt pôñaêm gam lôêm tôhngam lit) koâng Bo-lak, Cambo-lak thoi phôêng ‘boên hla kao kôêp Feed-DT khoâng ‘baêl kiêch pôkao"
Khi hoa nở rộ 50 - 70% phun phân bón lá cao cấp Breed-DT02 đậu trái; Phân bón lá cao cấp Breed-DT02 siêu Bo chống rụng trái cam quýt.,Jônang pôkao leêch lö pôñaêm jiêt truh tôpôêh jiêt phaân traêm phun phôêng ‘boên hla kao kôêp Breed-DT khoâng ‘baêl ñôêu pleêi; phôêng ‘boên hla kao kôêp Breed-DT khoâng ‘baêl sieâu Bo dôt ruh pleêi kruoâÊi cam kuyt.
"Sau khi tắt hoa phun: Phun phân bón lá cao cấp Breed-DT02 trái lớn, phân bón lá Trimix-DT siêu lớn trái, đẹp trái","Ñôêng roêng ñiê pôkao: Phun phôêng ‘boên hla kao kôêp Breed-DT khoâng ‘baêl pleêi groâng, phôêng ‘boên hla Trimex-DT sieâu groâng pleêi, lieâm pleêi."
Kỹ thuật trồng bưởi Diễn,Kô kach pôtaêm ‘boêng yieân
"Bưởi diễn có nguồn gốc từ bưởi Đoan Hùng, được đưa về trồng đầu tiên tại xã Phú Diễn - huyện Từ Liêm - TP Hà Nội. Giống có quả tròn, vỏ quả nhẵn, khi chín màu vàng cam; khối lượng trung bình từ 0,8 - 1kg, ăn giòn, ngọt.","‘Boêng yieân ôêi nguoân tôm ñôêng ‘boêng Ñoan Hung, ñeêi cheêp söt pôtaêm pôtôm dônoê xa Phu Yieân – hueân Tö Lieâm – TP Ha Noâi. AdreâÊch ôêi pleêi tron, kôñoh pleêi kôleênh, jônang ñum môu brôêu cam; khoâÊi löông tiênh jônuêm ñôêng khoâng pheêi tôhngam truh minh kiloâgam, sa kreênh, ‘ngam"
