Tiếng Việt,Tiếng BaNa
"Nhân dịp này, Ban Nữ công, Công đoàn Văn phòng UBND tỉnh đã tặng cho Hội LHPN xã Vĩnh Hòa 1 bộ máy vi tính và 1 máy in; tặng 1 bộ loa cho Làng M6 và trao tặng 120 suất quà cho các em học sinh khó khăn, phụ nữ nghèo, các hộ gia đình có hoàn cảnh đặc biệt khó khăn, tổng số tiền các suất quà trao tặng trị giá hơn 30 triệu đồng","Maêng maê anu, Khul nö coâng, coâng ñoan vaên phong UBND tinh jôh aên Hoâi LHPN xa Vinh Hoa 01 boâ may vi tinh oeêng 01 may in; aên 01 boâ loa aên pôlei M6 oeêng aên 120 suaât qua aên rim ñe hô yoh hoêk sinh ôêi tôdrong hrat tônap, mai oh dônuh, rim uênh hnam ôêi tôdrong pôgloh hrat tônap adriêng pôting ksoÊâ jeân loi 30 trieâu ñoâng"
"Trong những năm qua, các cấp hội cựu chiến binh trong huyện đã tích cực đẩy mạnh học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm thiết thực, cụ thể gắn với phong trào thi đua “CCB gương mẫu” đã được Hội CCB huyện triển khai sâu rộng tới toàn thể cán bộ, hội viên CCB trong toàn huyện; nhờ hình thức triển khai đa dạng, nội dung phong phú và thiết thực nên cuộc vận động và phong trào thi đua đã được các CCB nhiệt tình hưởng ứng","Lôêm lö sônaêm anu yuoâ ôêu, rim kôêp Hoâi CCB lôêm huyeân jôh pôjaêng jôraê deâh hoêk oeêng pôm ‘boi nöih sôngöm yaêl arih alöng lieâm HCM ñôêng lö tôdrong pôm tôpaê, cu theâ pôteêp adriêng trong glong tôjroh “CCB göông môêu” jôh ñei Hoâi CCB huyeân pônhroh jôruê saê truh ñiê ñaêng kang boâ, naê ma CCB lôêm huyeân; yua tôdrong pônhroh ña dang, tôdrong phong phuê oeêng tôpaê kôna maêng krao akoêm oeêng trong glong tôjroh jôh ñei rim CCB tôpaê höông öêng"
"Kết quả, đã có 100% cơ sở hội CCB trong huyện tổ chức học tập các chuyên đề, thu hút trên 94% cán bộ, hội viên tham gia","Thu yoêk, jôh ôêi 100% cô sô Hoâi CCB lôêm huyeân pôloêk hoêk tôêp rim chuyeân ñeâ, pônhoâm loi 94% kang boâ, naê ma adriêng pôm"
Đã tổ chức hội nghị “Kể chuyện về tấm gương đạo đức Hồ Chí Minh” từ cấp cơ sở đến cấp huyện,Jôh pôloêk Hoâi ngi “Tôroi nöih sôngöm yaêl arih alöng lieâm HCM” ñôêng kôêp cô sô truh kôêp huyeân
"Qua phát động “Mỗi hội viên đăng ký một việc làm tốt theo tấm gương đạo đức Hồ Chí Minh”, toàn huyện đã có trên 1.000 hội viên CCB đăng ký, đạt tỷ lệ gần 96%","Qua phat ñoâng “Minh naê ma ñaêng kyê minh tôdrong pôm hôgei ‘boi nöih sôngöm yaêl arih alöng lieâm HCM”, lôêm huyeân jôh ôêi loi 1.000 naê ma CCB ñaêng kyê, ñat ty leâ jeÊâ 96%"
"Những năm qua, công tác giáo dục và đào tạo nâng cao dân trí của đồng bào DTTS luôn được các cấp chính quyền quan tâm thực hiện","Lö sônaêm anu yuoâ ôêu, tôdrong giao duc oeêng ñao tao ñôêng naê ma kon koâng daêch ñei rim kôêp khul pôgôl ngoê hnhei pôm"
"Huyện đã chỉ đạo ngành giáo dục và đào tạo phối hợp với các ban, ngành, hội đoàn thể xây dựng hệ thống mạng lưới trường lớp vùng DTTS, miền núi đặc biệt khó khăn thực hiện tốt công tác giáo dục dân tộc nhằm nâng cao dân trí, đào tạo nguồn nhân lực vùng DTTS và miền núi","Huyeân jôh pôgôl nganh giao duc oeêng ñao tao adriêng rim ban, nganh, ñoan theâ tôjung pôm heâ thoâng mang löôêi tröông lôêp apung naê ma kon koâng, apung koâng pôgloh hrat tônap pôm hôgei tôdrong giao duc kon koâng söê poâk xuoân naê ma, ñao tao nguoân nhaân löc apung naê ma kon koâng oeêng apung koâng"
"Chỉ đạo các đơn vị thực hiện nghiêm túc nhiệm vụ giáo dục và đào tạo, đặc biệt giáo dục đối với học sinh DTTS","Pôgôl rim ñôn vi pôm tôpaê tôdrong giao duc oeêng ñao tao, pôgloh la giao duc adriêng hoêk sinh kon koâng"
"Thực hiện chi trả chế độ chính sách kịp thời, đúng chế độ và đối tượng, đặc biệt là học sinh thuộc diện chính sách, học sinh các trường phổ thông dân tộc bán trú","Pôm chi tra cheâ ñoâ chinh sach tôtam, trô troê cheâ ñoâ oeêng ñoâi töông, pôgloh la hoêk sinh oei lôêm kôbraê chinh sach, hoêk sinh rim tröông phoâ thoâng daân toâc ‘ban truê"
"Bên cạnh đó, thường xuyên kiểm tra việc thực hiện chế độ chính sách đối với học sinh các trường phổ thông dân tộc bán trú và các trường vùng DTTS nhằm phát huy giá trị văn hóa đậm đà bản sắc dân tộc địa phương, góp phần huy động học sinh ra trường, ra lớp và nâng cao chất lượng giáo dục toàn diện","Minh kôpah ‘noh, daêch ngoê hnheêi tôdrong pôm cheâ ñoâ chinh sach adriêng hoêk sinh rim tröông phoâ thoâng daân toâc ‘ban truê oeêng rim tröông apung naê ma kon koâng söê pôjing giaê tri vaên hoa, tôdrong kon koâng oei cham pôlei, pôgoêp tôdrong krao hoêk sinh leêch tröông, leêch lôêp oeêng poâk xuoân tôdrong thu yoêk ñei toan dieân"
"Hiện nay, toàn huyện có 26 cơ sở giáo dục phân bố đều ở các xã, thị trấn, phục vụ tốt nhu cầu học tập cho trẻ trong độ tuổi đến trường","Ahreêi, lôêm huyeân ôêi 26 cô sô giao duc oei rim xa, thi traân, tôguêm hôgei tôdrong hoêk tôêp aên ñe hôyoh lôêm kôbraê truh tröông"
"Bên cạnh việc xây dựng, trang bị cơ sở vật chất, thiết bị dạy và học, nâng cao chất lượng giảng dạy của đội ngũ giáo viên, huyện đã triển khai thực hiện dầy đủ các chế độ chính sách đối với con em đồng bào DTTS như: cấp phát dụng cụ học tập, hỗ trợ gạo, tiền ăn và các nhu cầu cá nhân khác dể tạo điều kiện cho các em học tập tốt","Minh kôpah tôdrong tôjung pôm, trang bi cô sô vaât chaât, ñoâ pôtôêp oeêng hoêk, poâk xuoân tôdrong thu yoêk ñei trong pôtôêp ñôêng ñoâi ngu bôngai pôtôêp pôtho, huyeân jôh pônhroh pôm duh rim tôdrong chinh sach adriêng kon mon naê ma kon koâng in: kôêp phat ñoâ hoêk tôêp, tôguêm pheâ, jeân sa oeêng rim tôdrong kôdih nai söê pôm tôdrong aên rim ñe hôyoh hoêk tôêp hôgeêi"
"Toàn huyện đã thực hiện tốt công tác huy động trẻ DTTS đến trường, vận động số trẻ bỏ học, lưu ban trở lại trường","Huyeân jôh pôm hôgeêi tôdrong krao ñe hôyoh kon koâng truh tröông, krao akoêm ksoâÊ ñe hôyoh tuêk hoêk, löu ‘ban naêm hoêk pieâu"
Hội đồng nghĩa vụ quân sự huyện đã tiến hành xét duyệt chính trị 1.297 thanh niên trong diện nhập ngũ trên địa bàn huyện,Hoâi ñoâng NVQS huyeân jôh xet duyeât chinh tri 1.297 ñe adruh lôêm kôbraê nhaâp ngu lôêm tôring huyeân
"Kết quả, có 337 thanh niên đủ điều kiện gọi khám sức khỏe thực hiện nghĩa vụ quân sự năm 2020",Thu yoêk ôêi 337 ñe adruh duh tôdrong krao kham jaêng pran pôm NVQS sônaêm 2019
"Sau khi xét duyệt chính trị, Hội đồng nghĩa vụ quân sự huyện phối hợp các ban, ngành, đoàn thể liên quan tiến hành củng cố hồ sơ, tổ chức khám sức khỏe và tiến hành phát lệnh gọi khám tuyển","Ñôêng rong xet duyeât chinh tri, Hoâi ñoâng NVQS huyeân adriêng rim ban, nganh, ñoan theâ lieân quan jôh cung coâ hoâ sô, pôloêk kham jaêng pran oeêng phat leânh krao kham tuyeân"
"Đồng thời phối hợp các cấp, các ngành, đoàn thể, các xã, thị trấn và các thành viên Hội đồng nghĩa vụ quân sự huyện tiếp tục đẩy mạnh công tác vận động tuyên truyền đến nhân dân, đôn đốc, nhắc nhở, động viên các thanh niên và gia đình có con em nằm trong diện gọi, khám tuyển nghĩa vụ quân sự thực hiện tốt nghĩa vụ công dân","Thoi ‘noh, adriêng rim kôêp, rim nganh, ñoan theâ, rim xa, thi traân oeêng rim thanh vieân Hoâi ñoâng NVQS huyeân ling lang jôraê deâh tôdrong krao akoêm, pôtho khan truh kon tôring, pôtho khan, pôkaê, krao akoêm rim ñe adruh oeêng uênh hnam ôêi kon mon oei lôêm kôbraê krao kham tuyeân NVQS pôm hôgeêi nghia vu coâng daân"
"MTTQ Việt Nam huyện Vĩnh Thạnh tổ chức điểm Ngày hội Đại đoàn kết toàn dân tộc năm 2019 tại KDC Thôn Định Tam, xã Vĩnh Hảo","MTTQ Vieät Nam huyeän Vónh Thaïnh pôloêk ñieâm ‘naêr hoäi Ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019 dônoê apung naê ma thoân Ñinh Tam, xa Vinh Hao"
"Làng Kon Trú, xã Vĩnh Kim Tổ chức điểm Ngày hội Đại đoàn kết toàn dân tộc năm 2019","Pôlei Koâng Truê, xa Vinh Kim pôloêk ñieâm ‘naêr hoâi ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019"
Lãnh đạo huyện Vĩnh Thạnh thăm và chúc mừng Ngày Nhà giáo Việt Nam,Pôlgôl huyeân Vinh Thanh naêm tômang oeêng chuêc möng ‘Naêr nha giao Vieât Nam
"Vụ Đông Xuân 2019-2020 xã Vĩnh Hiệp đưa vào gieo sạ 139,5 ha lúa và 105 ha cây trồng cạn","Vuê Ñoâng xuaân sônaêm 2019 – 2020, xa Vinh Hieâp aên tômöt jul adreâÊch 139,5 ha ‘ba oeêng 105 ha ‘long pôtaêm nai."
Nông dân xã Vĩnh Hảo tín chấp Phòng giao dịch NHCSXH  huyện trên 12 tỷ đồng,Noâng daân xa Vinh Hao tiên chôêp Phong giao jiêt NHCSXH huyeân loi 12 ty ñoâng
Trường PTDTNT THCS&THPT Vĩnh Thạnh tổ chức Hội thi dệt thổ cẩm và đan lát trong học sinh năm 2019.,"Tröông PTDTNT THCS&THPT Vinh Thanh pôloêk maêng tôjroh tanh brai oeêng tanh tô nol, toaih, chô caêt…"
"Trong chương trình hôm nay, chúng tôi xin giới thiệu về cô giáo Lê Thị Thúy Hà - giáo viên môn Sinh học của Trường THPT Vĩnh Thạnh, một trong số 35 gương mặt giáo viên, giảng viên trẻ tiêu biểu năm 2019.","Atuêch tôdrong tôja ‘naêr ôdrôêu, nhôên pôtruh aên mih ma duêch naê tôdrong pôm ñôêng coâ Leâ Thi Thuy Ha – giao vieân moân Sinh hoêk ñôêng Tröôøng THPT Vinh Thanh, minh lôêm ksoÊâ 35 bôngai pôtôêp pôtho adruh pôgloh sônaêm 2019"
"Sáng ngày 18.11, MTTQ Việt Nam huyện chọn Khu dân cư thôn Định Tam, xã Vĩnh Hảo làm điểm tổ chức kỷ niệm 89 năm Ngày truyền thống MTTQ Việt Nam (18.11.1930- 18.11.2019) và Ngày hội Đại đoàn kết toàn dân tộc năm 2019.","Bôgheâ ‘naêr 18/11, MTTQ Vieät Nam huyeân yoêk apung naê ma thoân Ñinh Tam, xa Vinh Hao pôm ñieâm pôloêk ky nieâm 89 sônaêm ‘naêr truyeân thoâng MTTQ Vieät Nam (18.11.1930 – 18.11.2019) oeêng ‘naêr hoâi Ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019."
"Tham dự có đ/c Đinh Đrin, Phó Bí thư thường trực huyện ủy Vĩnh Thạnh, Chủ tịch HĐND huyện; đ/c Huỳnh Đức Bảo, Phó Chủ tịch UBND huyện; đại diện lãnh đạo các Ban xây dựng Đảng, cùng lãnh đạo UBND xã Vĩnh Hảo và đông đảo nhân dân trong thôn.","Tham dö ôi ñ/c Ñinh Drin – Phoê ‘biê thö thöông tröêk Huyeân uy, Chu tich HÑND huyeân; ñ/c Huynh Ñöc Bao – Phoê chu tich UBND huyeân; naê ma pôgôl rim Khul xaây döng Ñang adriêng pôgôl UBND xa Vinh Hao oeêng lö naê ma kon tôring lôêm apung."
"Các đại biểu tham dự Ngày hội, ngoài việc cùng nhau ôn lại lịch sử, truyền thống vẻ vang của Mặt trận Tổ quốc Việt Nam trong chặng đường 89 năm qua;","Rim naê ma pôgôl tham dö ‘naêr hoâi, minh kôpah adriêng tôroi pieâu lich sö, truyeân thoâng höch hanh ñôêng MTTQ Vieât Nam lôêm 89 sônaêm anu yuoâ ôêu;"
"Nghe báo cáo kết quả thực hiện cuộc vận động “Toàn dân đoàn kết xây dựng nông thôn mới, đô thị văn minh” năm 2019 và phương hướng nhiệm vụ năm 2020, các giải pháp nâng cao chất lượng cuộc vận động ở khu dân cư.","Kôpaêng pôtho khan thu yoêk pôm maêng krao akoêm “Ñiê ñaêng naê ma ñoan keât tôjung pôm cham pôlei anao – ñoâ thi alöng lieâm” sônaêm 2019 oeêng tôdrong pôm sônaêm 2020, rim tôdrong poâk xuoân tôdrong thu yoêk ñei tôdrong yaêl arih oei apung naê ma."
"Thời gian qua cán bộ, nhân dân KDC thôn Định Tam đã cùng nhau đoàn kết thực hiện tốt các nội dung cuộc vận động “Toàn dân đoàn kết xây dựng nông thôn mới, đô thị văn minh”, cuộc vận động “Ngày vì người nghèo”, “Đền ơn đáp nghĩa”…người dân đều chấp hành tốt chủ trương đường lối của Đảng, chính sách pháp luật Nhà nước.","Jônang anu yuoâ ôêu, kang ‘boâ, kon tôring thoân Ñinh Tam jôh adriêng ñoan keât pôm hôgeêi rim tôdrong maêng krao akoêm “Ñiê ñaêng naê ma ñoan keât tôjung pôm cham pôlei anao – ñoâ thi alöng lieâm”, maêng krao akoêm “ ‘Naêr yua bôngai dônuh”, “Ñeân ôn ñap nghia”… naê ma hôdôi pôm hôgeêi rim tôdrong ñôêng Ñang, chiênh sach phap luaât ñôêng kôpal."
"Đến nay, 100% đường làng, ngõ xóm được bê tông hóa, 100% hộ gia đình được sử dụng nước sạch; 100% hộ sử dụng điện thắp sáng.","Truh ahreêi, 100% trong naêm cham pôlei jôh ñei beâ toâng hoa, 100% uênh hnam ñei chaê yuoâ ñak sach; 100% uênh hnam chaê yuoâ ñieân hrang."
"Đời sống người dân được cải thiện rõ rệt, không còn hộ đói, hộ nghèo giảm hàng năm từ 3 đến 5%.","Tôdrong yaêl arih ñôêng naê ma ñei alöng loi, biê araê uênh hnam bôngot, uênh hnam dônuh tôjul rim sônaêm ñôêng 3 truh 5%."
"Qua bình xét gia đình văn hóa năm 2019, toàn thôn có 246/250 hộ đạt danh hiệu gia đình văn hoá, đạt tỷ lệ 98,4%.","Qua ‘binh xeêt uênh hnam vaên hoa sônaêm 2019, lôêm thoân ôêi 246/250 uênh hnam ñat uênh hnam vaên hoa, ñat ty leâ 98,4%."
"Dịp này, xã Vĩnh Hảo đã tặng 3 suất quà cho 3 hộ dân khó khăn, mỗi suất quà trị giá 300 nghìn đồng.","Maêng maê anu, xa Vinh Hao jôh aên 03 suaât qua aên 03 uênh hnam hrat tônap, minh suaât qua 300 ôbôêu."
"UBND xã Vĩnh Hảo và KDC thôn Định Tam cũng đã tổ chức trao Giấy khen cho 8 hộ gia đình đạt danh hiệu gia đình văn hóa xuất sắc và ký kết giao ước thi đua, phát động phong trào thi đua năm 2020.","UBND xa Vinh Hao oeêng apung naê ma thoân Ñinh Tam kung jôh pôloêk aên hla bône aên 08 uênh hnam ñat uênh hnam vaên hoa pôgloh oeêng kyê keât giao öôc tôjroh, phat ñoâng trong glong tôjroh sônaêm 2020."
"Ngày 17.11, làng Kon Trú, xã Vĩnh Kim tổ chức điểm Ngày hội Đại đoàn kết toàn dân tộc năm 2019.","‘Naêr 17/11, pôlei Koâng Truê, xa Vinh Kim pôloêk ñieâm ‘naêr hoâi ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019."
Đến dự có đồng chí Đinh A Zơn – Chủ tịch UBMTTQ Việt Nam huyện.,Truh dö ôêi ñ/c Ñinh A Zôn – Chu tich UBMTTQ Vieât Nam huyeân.
"Tại ngày hội, các đại biểu đã cùng nhau ôn lại lịch sử, truyền thống vẻ vang của MTTQ Việt Nam trong chặng đường 89 năm qua; nghe báo cáo kết quả thực hiện cuộc vận động “Toàn dân đoàn kết xây dựng nông thôn mới, đô thị văn minh” năm 2019 và phương hướng, nhiệm vụ năm 2020.","Dônoê maêng hoâi, rim naê ma pôgôl jôh adriêng tôroi pieâu lich sö, truyeân thoâng höch hanh ñôêng MTTQ Vieât Nam lôêm 89 sônaêm anu yuoâ ôêu; kôpaêng pôtho khan thu yoêk pôm maêng krao akoêm “Ñiê ñaêng naê ma ñoan keât tôjung pôm cham pôlei anao – ñoâ thi alöng lieâm” sônaêm 2019 oeêng tôdrong pôm sônaêm 2020."
"Thời gian qua, cán bộ, nhân dân làng Kon Trú đã cùng nhau đoàn kết thực hiện tốt các nội dung của cuộc vận động “Toàn dân đoàn kết xây dựng nông thôn mới, đô thị văn minh”, cuộc vận động “Ngày vì người nghèo”, “Đền ơn đáp nghĩa”, “Uống nước nhớ nguồn”…","Jônang anu yuoâ ôêu, kang boâ, kon tôring pôlei Koâng Truê jôh adriêng ñoan keât pôm hôgeêi rim tôdrong maêng krao akoêm “Ñiê ñaêng naê ma ñoan keât tôjung pôm cham pôlei anao – ñoâ thi alöng lieâm”, maêng krao akoêm “ ‘Naêr yua bôngai dônuh”, “Ñeân ôn ñap nghia”, “EÊt ñak lônguêa tôm”…"
"Đến nay, 100% đường làng, ngõ xóm đã được bê tông hóa; 100% hộ gia đình được sử dụng nước sạch hợp vệ sinh; 100% hộ gia đình sử dụng điện sáng và có phương tiện nghe nhìn, đời sống của người dân được cải thiện đáng kể và không còn hộ đói.","Truh ahreêi, 100% trong naêm cham pôlei jôh ñei beâ toâng hoa, 100% uênh hnam ñei chaê yuoâ ñak sach; 100% uênh hnam chaê yuoâ ñieân hrang oeêng ôêi ñoâ kôpaêng ngoê. Tôdrong yaêl arih ñôêng naê ma ñei alöng loi, biê araê uênh hnam bôngot."
"Dịp này, UBND xã Vĩnh Kim đã tổ chức trao Giấy khen cho 02 hộ gia đình văn hóa xuất sắc 03 năm liền và ký giao ước thi đua, phát động phong trào thi đua năm 2020.","Maêng maê anu, UBND xa Vinh Kim jôh pôloêk aên hla bône aên 02 uênh hnam vaên hoa pôgloh 03 sônaêm ling oeêng kyê keât giao öôc tôjroh, phat ñoâng trong glong tôjroh sônaêm 2020."
"Nhân kỷ niệm 37 năm ngày Nhà giáo Việt Nam, sáng ngày 20.11, lãnh đạo huyện Vĩnh Thạnh đã đến thăm và chúc mừng Phòng GD&ĐT và một số trường học trên địa bàn huyện.","Thoi ky nieâm 37 sônaêm ‘naêr Nha giao Vieât Nam, bôgheâ ‘naêr 20/11, pôgôl huyeân Vinh Thanh jôh truh tômang oeêng chuc möng Phong giao duc & Ñao tao oeêng minh ksoâÊ tröông hoêk lôêm tôring huyeân."
"Tại các nơi đến thăm, các đồng chí lãnh đạo huyện đã ân cần thăm hỏi, động viên, chúc sức khỏe, ghi nhận và đánh giá cao những nỗ lực, cố gắng của các cán bộ quản lý, thầy cô giáo các đơn vị trong năm qua.","Lôêm rim dônoê truh tômang, rim naê ma pôgôl huyeân jôh tômang pinh, pôtho khan chuêc jaêng pran, ghi yoêk oeêng bône deâh rim tôdrong pôjaêng ñôêng rim kang boâ ngoê hnhei, bôngai pôtôêp pôtho rim ñôn vi lôêm sônaêm anu yuoâ ôêu."
"Đồng thời mong muốn tập thể cán bộ quản lý, thầy cô giáo các đơn vị sẽ tiếp tục cống hiến trí tuệ, sức khỏe và sự tâm huyết, rèn luyện để trở thành tấm gương sáng về đạo đức và lòng yêu nghề, không ngừng nâng cao năng lực, trình độ chuyên môn đưa sự nghiệp giáo dục của huyện phát triển, xứng đáng với sự quan tâm, chăm lo của Đảng, Nhà nước và nhân dân.","Thoi ‘noh kô waê tôêp theâ kang ‘boâ ngoê hnhei, bôngai pôtôêp pôtho rim ñôn vi ling lang pôgoêp nöih sôngöm, jaêng pran oeêng tôdrong tôpaê söê ñei ngoê la göông hrang lôêm nöih sôngöm oeêng tôdrong ameêm ngheâ, biê thoâi poâk xuoân tôdrong baêt, trinh ñoâ chuyeân moân aên tôdrong giao duc ñôêng huyeân pôjing, tôpaê adriêng tôdrong ngoê hnhei, tôme rong ñôêng Ñang, kôpal oeêng kon tôring."
"Sáng 19.11, tại thành phố Quy Nhơn, ông Phạm Hồng Cầu, Giám đốc Công ty Xây dựng và Kinh doanh nhà Đại Phúc, TP Hồ Chí Minh phối hợp Hội Khuyến học tỉnh tổ chức trao 326 suất học bổng và 15 đèn năng lượng mặt trời cho học sinh ở các huyện: Vĩnh Thạnh, Tây Sơn, Phù Cát, An Nhơn, Tuy Phước và TP Quy Nhơn, trong đó huyện Vĩnh Thạnh có 52 em học sinh được nhận học bổng.  ","Bôghe ‘naêr 19/11, dônoê TP Quy Nhôn, ‘boêk Pham Hoâng Caâu, Giam ñoâc Cty xaây döng oeêng kinh doanh hnam Ñai Phuc TP HCM adriêng hoâi khuyeâÊn hoêk tinh pôloêk aên 326 suaât hoêk ‘boâng oeêng 15 ñen naêng löông maêt trôi aên hoêk sinh oei rim huyeân: Vinh Thanh, Taây Sôn, Phu Cat, An Nhôn, Tuy Phöôc oeêng TP Quy Nhôn, lôêm ‘noh huyeân Vinh Thanh ôêi 52 oh hoêk sinh ñei yoêk hok ‘boâng."
"Trị giá các suất học bổng khác nhau ở mỗi cấp học: Cấp tiểu học: 800 ngàn đồng/suất; cấp THCS: 1 triệu đồng/suất và cấp THPT: 1,2 triệu đồng/suất.","Tri giaê rim hoêk ‘boâng biê in adriêng oei rim kôêp hoêk: Kôêp tieâu hoêk: 800 ôbôêu minh suaât; kôêp THCS: 01 trieâu ñoâng minh suaât oeêng kôêp THPT 1,2 trieâu ñoâng minh suaât."
"Học bổng Phạm Văn Trình do gia đình ông Phạm Hồng Cầu thành lập theo nguyện vọng của cha mình là ông Phạm Văn Trình, nhằm giúp các em học sinh, sinh viên ở tỉnh Bình Định có hoàn cảnh khó khăn vươn lên trong học tập.","Hoêk ‘boâng Pham Vaên Trinh yua uênh hnam ‘Boêk Pham Hoâng Caâu pôjing ‘boi tôdrong waê ñôêng ‘baê bôên la ‘boêk Pham Vaên Trinh, söê tôguêm rim ñe oh hoêk sinh, sinh vieân oei tinh Binh Dinh ôêi tôdrong hrat tônap kjung lôêm hoêk tôêp."
"Đây là năm thứ 9 liên tiếp, gia đình ông Phạm Hồng Cầu cấp học bổng Phạm Văn Trình cho học sinh, sinh viên Bình Định.","Anu la sônaêm maêng maê 9 ling uênh hnam ‘boêk Pham Hoâng Caâu kôêp hoêk ‘boâng Pham Vaên trinh aên hoêk sinh, sinh vieân tinh Binh Ñinh."
"Nhằm lập thành tích chào mừng 37 năm ngày Nhà giáo Việt Nam, chiều ngày 16.11, Trường PTDTNT THCS&THPT Vĩnh Thạnh tổ chức Hội thi dệt thổ cẩm và đan lát trong học sinh.","Söê pôm thanh tich chao möng 37 sônaêm ‘naêr Nha giao Vieât Nam, ksôê ‘naêr 16/11, Tröông PTDTNT THCS&THPT Vinh Thanh pôloêk maêng tôjroh tanh brai oeêng tanh toaih, tô nol lôêm hoêk sinh."
"Trong thời gian 150 phút, mỗi lớp cử ra 2 học sinh tham gia các nội dung của hội thi, trong đó học sinh nam tham gia thi đan lát và học sinh nữ thi dệt thổ cẩm.","Lôêm jônang 150 phuêt, minh lôêp aên leêch 02 hoêk sinh adriêng pôm rim tôdrong ñôêng maêng tôjroh, lôêm ‘noh hoêk sinh kon hnglo tanh toaih, tô nol oeêng hoêk sinh kon diong tanh brai."
"Kết thúc hội thi, Ban tổ chức đã trao giải Nhất cho đội thi lớp 6A2 về phần thi dệt thổ cẩm khối THCS, giải Nhì cho đội thi lớp 9A1 và giải Ba được trao cho lớp 6A1; khối THPT: giải nhất được trao cho đội thi lớp 12A, giải Nhì lớp 11A1 và giải Ba được trao cho lớp 10A1;","Atuêch maêng tôjroh, Ban toâ chök jôh aên giai Nhaât aên lôêp 6A2 lôêm maêng tôjroh tanh brai khoÊâi THCS; giai Nhi ñei aên lôêp 9A1 oeêng giai peâng ñei aên lôêp 6A1; KhoâÊi THPT: giai Nhaât ñei aên lôêp 12A; giai Nhi lôêp 11A1 oeêng giai peâng ñei aên lôêp 10A1;"
"Về phần thi đan lát. Khối THCS: giải Nhất  được trao cho lớp 9A2, giải Nhì lớp 7A1 và giải Ba lớp 8A1; Khối THPT: giải Nhất được trao cho lớp 10A3, giải Nhì lớp 11A3 và giải Ba được trao cho lớp 12A.","Lôêm maêng tôjroh tanh toaih, tô nol: khoâÊi THCS: giai nhaât ñei aên lôêp 9A2; giai nhi lôêp 7A1 oeêng giai peâng lôêp 8A1; khoÊâi THPT: giai nhaât ñei aên lôêp 10A3, giai Nhi lôêp 11A3 oeêng giai peâng ñei aên lôêp 12A."
"Qua hội thi, nhằm giúp cho học sinh thể hiện sự khéo tay, kỹ thuật, sự am hiểu ngành nghề truyền thống, từ đó có ý thức bảo tồn và phát huy truyền thống văn hóa của dân tộc mình;","Qua maêng tôjroh, söê tôguêm aên hoêk sinh tôdrong kheêo ti, ky thuaât, tôdrong baêt nganh ngheâ ñôêng sôê, ñôêng ‘noh ôêi tôdrong baêt jö vei oeêng pôjing tôdrong vaên hoa ñôêng kon koâng bôên."
"Đồng thời, tạo điều kiện để học sinh giao lưu, thắt chặt tình đoàn kết, góp phần tạo điều kiện để đội viên, đoàn viên rèn luyện năng lực tổ chức và tham gia các hoạt động tập thể.","Thoi ‘noh, pôm tôdrong aên hoêk sinh giao löu, hoêk hoi, pôgoêp tôdrong söê ñoâi vieân, ñoan vieân ren luyeân naêng löêk oeêng adriêng pôm rim tôdrong tôêp theâ."
"Ban Tuyên giáo Trung ương triển khai chuyên đề học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh năm 2020",‘Ban tuyeân giaêo Trung öông pônhroh chuyeân ñeâ hoaêk oeêng pôm ‘boi nöih sôngöm yaêl arih alöng lieâm HCM sônaêm 2020
"Huyện Vĩnh Thạnh đẩy mạnh phát triển chăn nuôi bò thịt chất lượng cao theo hướng bền vững, tạo ra giá trị hàng hóa","Huyeân Vinh Thanh jôraê deâh pôjing kiêa rong lômo aseêch tôdrong thu yoêk ñuoÊâi ‘boi tôdrong kôjaêp, pôm leêch giaê tri hang hoa"
Trạm y tế xã Vĩnh Thuận làm tốt công tác chăm sóc sức khỏe cho người dân,Tram y teâ xa Vinh Thuaân pôm hôgeêi tôdrong tôme rong jaêng pran aên naê ma
"Mô hình Khu dân cư tham gia bảo vệ môi trường góp phần cùng chung tay bảo vệ môi trường xanh, sạch, đẹp ở địa phương","Moâ hinh apung naê ma adriêng pôm jö vei moâi tröông pôgoêp tôdrong adriêng ti jö vei moâi tröông kseê, uoâil ieâl, alöng lieâm oei cham pôlei"
"UBND tỉnh Bình Định ban hành Kế hoạch thực hiện Đề án “Bảo tồn, phát huy trang phục truyền thống các dân tộc thiểu số Việt Nam trong giai đoạn hiện nay” trên địa bàn tỉnh","UBND tinh Binh Ñinh aên leêch glong pônhroh pôm Ñeâ an jö vei, pôjing trang phuc ñôêng sôê rim naê ma kon koâng Vieât Nam lôêm jônang ahreêi lôêm tôring tinh"
"Hội Nông dân huyện Vĩnh Thạnh bàn giao nhà cho hội viên nông dân nghèo Đinh Thị Nghiên ở làng M9, xã Vĩnh Hòa","Hoâi noâng daân huyeân Vinh Thanh pôjao hnam aên naê ma noâng daân dônuh Ñinh Thi Nghieân oei pôlei M9, xa Vinh Hoa"
