Tiếng Việt,Tiếng BaNa
"Thời gian thực hiện: Từ năm 2021 đến hết năm 2030, chia theo 2 kỳ kế hoạch (2021 - 2025 và 2026 - 2030). ","Jônang pôm: Ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh truh ñiê sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt, asong ‘boi ‘baêl ky glong pônhoh (ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm oeêng ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt drôêu truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt)"
Các nhiệm vụ chính,Rim tôdrong pôm chiênh
Phát triển khoa học công nghệ về giống,Pôjing khoa hoêk koâng ngheâ lôêm adreâÊch
"Bảo tồn, lưu giữ nguồn gen ",Jö vei nguoân gen
"Nhiệm vụ: Thu thập, bảo tồn, lưu giữ, đánh giá, tư liệu hóa, khai thác, sử dụng hiệu quả các nguồn gen cây trồng, vật nuôi.","Tôdrong pôm: Thu thaâp, jö vei, pôtho khan, tö lieâu hoêa, khai thak, chaê yuoâ thu ‘yoêk rim nguoân gen ‘long pôtaêm, xem rong"
Nguồn vốn sự nghiệp khoa học công nghệ: 200 tỷ đồng.,Nguoân jeân sö nghieâp khoa hoêk koâng ngheâ: ‘Baêl hrieâng ty ñoâng
Nuôi giữ giống gốc ,Rong jö adreâÊch tôm
"Nhiệm vụ: Tăng cường năng lực quản lý đàn giống gốc vật nuôi; nuôi giữ đàn giống gốc, ưu tiên các giống vật nuôi bản địa; nâng cao năng suất, chất lượng đàn giống gốc; nhập nội các giống có tiềm năng di truyền cao, tiên tiến; củng cố và hoàn thiện hệ thống giống hình tháp. ","Tôdrong pôm: Kjung tôdrong ngoê hnheêi tôpul adreâÊch tôêm xem rong; rong jö tôpul adreâÊch tôêm, öu tieân rim adreâÊch xem rong cham pôlei; poâk xuoân thu ‘yoêk, tôdrong thu ‘yoêk ñei tôpul adreâÊch tôêm; nhôêp noâi rim adreâÊch ôêi tôdrong ‘yi trueân deâh, pôgloh; kung koâÊ oeêng keh kong tôdrong adreâÊch hinh thap"
Nguồn vốn sự nghiệp kinh tế: 590 tỷ đồng.,Nguoân jeân sö nghieâp kinh teâÊ: Pôñaêm hrieâng tôxiênh jiêt ty ñoâng
Nghiên cứu chọn tạo giống,Nghieân köêu chaê pôm adreâÊch
"Nhiệm vụ: Chọn tạo và phát triển các giống cây lương thực mới năng suất, chất lượng cao, chống chịu sâu bệnh và điều kiện bất thuận;","Tôdrong pôm: Chaê pôm oeêng pôjing rim loai adreâÊch ‘long löông thöêk anao ôêi thu ‘yoêk, tôdrong thu ‘yoêk ñei deâh, dôêt jôroâng jiê oeêng tôdrong bröê"
"Cải tiến tình trạng các giống cây ăn quả chủ lực; giống cây công nghiệp năng suất, chất lượng cao và thích ứng với biến đổi khí hậu; giống rau mới phục vụ nội tiêu và xuất khẩu. ","Pôm anao tôdrong rim adreâÊch ‘long sa pleêi pôgloh; adreâÊch ‘long koâng nghieâp thu ‘yoêk, tôdrong thu ‘yoêk ñei deâh oeêng thiêch öêng adriêng tôplih pôleênh; adreâÊch hla nheêm anao tôguêm noâi tieâu oeêng xuaâÊt khôêu"
"Chọn tạo giống vật nuôi chủ lực có năng suất, chất lượng cao, kháng bệnh, giống thích ứng với biến đổi khí hậu.","Chaê pôm adreâÊch xem rong pôgloh ôêi thu ‘yoêk, tôdrong thu ‘yoêk ñei deâh, khang jiê, adreâÊch thiêch öêng adriêng tôplih pôleênh"
"Chọn tạo giống cây lâm nghiệp nhập nội và bản địa chủ lực làm gỗ lớn; cây lâm sản ngoài gỗ có năng suất, chất lượng, lợi thế cạnh tranh cao.","Chaê pôm adreâÊch ‘long laâm nghieâp nhôêp noâi oeêng cham pôlei pôgloh pôm ‘long groâng; ‘long laâm san minh kôpah ‘long ôêi thu ‘yoêk, tôdrong thu ‘yoêk ñei, tôdrong tôgal deâh"
Nghiên cứu làm chủ và phát triển công nghệ chọn tạo giống bố mẹ và kỹ thuật sản xuất giống đối với một số giống thủy sản chủ lực sạch bệnh.,Nghieân köêu oeêng pôm chu oeêng pôjing tôdrong chaê pôm adreâÊch miê ‘baê oeêng kô kach choh jang adreâÊch adriêng minh ksoâÊ adreâÊch thuy san pôgloh uoâil ieâl jiê
Nguồn vốn sự nghiệp khoa học công nghệ: 1.200 tỷ đồng.,Nguoân jeân sö nghieâp khoa hoêk koâng ngheâ: Minh ôbôêu ‘baêl hrieâng ty ñoâng
Phát triển sản xuất giống,Pôjing choh jang adreâÊch
"Nhiệm vụ: Nhập nội, mua bản quyền giống mới; bình tuyển cây đầu dòng, chọn lọc cây trội;","Tôdrong pôm: Nhôêp noâi, ruoât ‘ban kueân adreâÊch anao; ‘binh tueân ‘long pôtôm yoêng, chaê ‘long pôgloh"
"Xây dựng và chăm sóc vườn cây đầu dòng, rừng giống, vườn giống; sản xuất giống các cấp; bảo quản, chế biến hạt giống theo hướng công nghiệp;","Tôjung pôm oeêng tôme rong vöôn ‘long pôtôm yoêng, bri adreâÊch, vöôn adreâÊch; choh jang adreâÊch rim kôêp; jö vei, cheÊâ ‘bieâÊn gei adreâÊch ‘boi tôdrong koâng nghieâp"
"Nhập công nghệ sản xuất giống, hoàn thiện công nghệ sản xuất giống; đào tạo, tập huấn; kiểm soát chất lượng giống…","Nhôêp koâng ngheâ choh jang adreâÊch, keh kong koâng ngheâ choh jang adreâÊch; pôtôêp, pôtho khan, ngoê hnheêi tôdrong thu ‘yoêk ñei adreâÊch"
"Nguồn vốn sự nghiệp kinh tế 1.260 tỷ đồng; nguồn vốn của các tổ chức, cá nhân 86.600 tỷ đồng.","Nguoân jeân sö nghieâp kinh teâÊ: Minh ty ‘baêl hrieâng drôêu jiêt ty ñoâng; nguoân jeân ñôêng rim toâ chöêk, kôdih ôkôêu tôhngam jiêt drôêu ôbôêu drôêu hrieâng ty ñoâng"
Hoàn thiện hệ thống giống,Keh kong tôdrong adreâÊch
"Hệ thống nghiên cứu, sản xuất giống","Tôdrong nghieân köêu, choh jang adreâÊch"
"Nhiệm vụ: Đầu tư nâng cấp, hiện đại hóa các cơ sở nghiên cứu, sản xuất giống cây trồng, vật nuôi (Viện/Trường/Trung tâm) ở cả Trung ương và địa phương.","Tôdrong pôm: Tôguêm poâk xuoân, hieân ñai hoêa rim dônoê nghieân köêu, choh jang adreâch ‘long pôtaêm, xem rong (Vieân/ Tröông/trung taâm) oei lôêm Trung öông oeêng cham pôlei"
"Hỗ trợ đầu tư hoàn thiện cơ sở hạ tầng (giao thông, thủy lợi, xử lý chất thải…) các vùng sản xuất giống tập trung ở các địa phương, tạo điều kiện thuận lợi để công nghiệp hóa sản xuất giống. ","Tôguêm pôm keh kong kô sô ha taâng (trong naêm, thuy lôi, xö lyê ñoâ tuêk…) rim apung choh jang pônhoâm oei rim cham pôlei, pôm tôdrong alöng söê koâng nghieâp hoêa choh jang adreâÊch"
"Khuyến khích các doanh nghiệp đầu tư sản xuất, chế biến giống theo hướng công nghiệp hiện đại.","Pôtho khan rim yoanh nghieâp tôguêm choh jang, cheâÊ ‘bieâÊn adreâÊch ‘boi tôdrong koâng nghieâp hieân ñai"
"Nguồn vốn đầu tư phát triển: 13.200 tỷ đồng; trong đó, các địa phương 11.000 tỷ đồng, các cơ quan Trung ương 2.200 tỷ đồng.","Nguoân jeân tôguêm pôjing: Minh jiêt peâng ôbôêu ‘baêl hrieâng ty ñoâng; lôêm ‘noh, rim cham pôlei minh jiêt minh ôbôêu ty ñoâng; rim kô kuan Trung öông ‘baêl ôbôêu ‘baêl hrieâng ty ñoâng"
Hệ thống thương mại giống,Tôdrong thöông mai adreâÊch
"Nhà nước khuyến khích mọi tổ chức, cá nhân kinh doanh giống cây trồng, vật nuôi nhằm cung cấp đủ giống có chất lượng cho sản xuất với yêu cầu cơ sở kinh doanh giống phải đáp ứng các điều kiện của pháp luật.","Kôpal pôtho khan rim toâ chöêk, kôdih ôkôêu teêch bôdro adreâÊch ‘long pôtaêm, xem rong söê tôguêm duh adreâÊch ôêi tôdrong thu ‘yoêk ñei aên choh jang adriêng tôdrong waê kô sô teêch bôdro adreâÊch phai tôjung pôm rim tôdrong ñôêng phap luaât"
Tổng mức đầu tư,Pôting möêk tôguêm
"Tổng mứcvốn thực hiện Chương trình:103.050 tỷ đồng, trong đó:","Pôting möêk jeân pôm chöông trinh: Minh hrieâng le peâng ôbôêu khoâng hrieâng pôñaêm jiêt ty ñoâng, lôêm ‘noh:"
"Ngân sách nhà nước: 16.450 tỷ đồng (chiếm 16%); bao gồm, vốn đầu tư phát triển 13.200 tỷ đồng, vốn sự nghiệp 3.250 tỷ đồng. Chia theo giai đoạn:","Jeân kôpal: Minh jiêt drôêu ôbôêu puoân hrieâng pôñaêm jiêt ty ñoâng (‘yoêk minh jiêt drôêu phaân traêm); thoi leê, jeân tôguêm pôjing minh jiêt peâng ôbôêu ‘baêl hrieâng ty ñoâng, jeân sö nghieâp peâng ôbôêu ‘baêl hrieâng pôñaêm jiêt ty ñoâng. Asong ‘boi jônang:"
"Giai đoạn 2021 - 2025: Vốn đầu tư phát triển 6.000 tỷ đồng, vốn sự nghiệp 1.520 tỷ đồng.","Jônang ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm: Jeân tôguêm pôjing drôêu ôbôêu ty ñoâng, jeân sö nghieâp minh ôbôêu pôñaêm hrieâng ‘baêl jiêt ty ñoâng."
"Giai đoạn 2025 - 2030: Vốn đầu tư phát triển 7.200 tỷ đồng, vốn sự nghiệp 1.730 tỷ đồng.","Jônang ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt: Jeân tôguêm pôjing tôpôêh ôbôêu ‘baêl hrieâng ty ñoâng, jeân sö nghieâp minh ôbôêu tôpôêh hrieâng peâng jiêt ty ñoâng"
"Các nguồn vốn hợp pháp khác: 86.600 tỷ đồng (chiếm 84%); giai đoạn 2021 - 2025: 40.000 tỷ đồng, giai đoạn 2025 - 2030: 46.600 tỷ đồng.",Rim nguoân jeân trô troê nai: Tôhngam jiêt drôêu ôbôêu drôêu hrieâng ty ñoâng (‘yoêk tôhngam jiêt puoân phaân traêm); jônang ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm: Puoân jiêt ôbôêu ty ñoâng; jônang ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt: Puoân jiêt drôêu ôbôêu ty ñoâng
Giải pháp thực hiện,Tôdrong pôm
Chủ trương chung,Tôdrong adriêng
"Nhà nước khuyến khích mọi thành phần kinh tế tham gia nghiên cứu chọn tạo, sản xuất giống, đặc biệt là nhân giống cấp xác nhận (hoặc tương đương), đáp ứng yêu cầu giống đúng tiêu chuẩn cho sản xuất.","Kôpal pôtho khan ñiê ñaêng tôdrong kinh teâÊ adriêng pôm nghieân köêu ‘yoêk pôm, choh jang adreâÊch, pôgloh la nhaân adreâÊch kôêp xac nhaân (thoi dang dang), tôguêm tôdrong waê adreâÊch troê tôdrong aên choh jang"
Đẩy nhanh thực hiện chủ trương chuyển đổi mô hình tổ chức các Trung tâm giống của tỉnh thành doanh nghiệp. ,Jôraê ranh pôm tôdrong tôplih moâ hinh toâ chöêk rim Trung taâm adreâÊch ñôêng tinh tôkan yoanh nghieâp
"Ngân sách nhà nước ưu tiên nghiên cứu chọn tạo và sản xuất giống với những đối tượng cây trồng, vật nuôi mà các tổ chức, cá nhân chưa hoặc ít quan tâm đầu tư.","Jeân kôpal öu tieân nghieân köêu chaê pôm oeêng choh jang adreâÊch adriêng rim ñoâÊi töông ‘long pôtaêm, xem rong maê rim toâ chöêk, kôdih ôkôêu ñim thoi ‘biêa ngoê hnheêi tôguêm"
Cơ chế chính sách,Tôdrong chiênh sach
Vốn tín dụng,Jeân tiên juêng
"Các tổ chức, cá nhân tham gia Chương trình được hưởng chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn;","Rim toâ chöêk, kôdih ôkôêu adriêng pôm Chöông trinh ñei höông tôdrong tiên jung tôguêm pôjing noâng nghieâp, cham pôlei"
"Chính sách khuyến khích doanh nghiệp đầu tư vào nông nghiệp, nông thôn;","Tôdrong khueÊân khiêch yoanh nghieâp tômöt noâng nghieâp, cham pôlei"
Chính sách tín dụng cho doanh nghiệp ứng dụng nông nghiệp công nghệ cao trong sản xuất giống…,Tôdrong tiên juêng aên yoanh nghieâp tôjung pôm noâng nghieâp koâng ngheâ deâh lôêm choh jang adreâÊch
Vốn đầu tư ,Jeân tôguêm
Ngân sách nhà nước đầu tư:,Jeân kôpal tôguêm
"Bảo tồn, lưu giữ, đánh giá, khai thác nguồn gen; nghiên cứu chọn tạo, phục tráng, gia hóa giống; nhập nội, mua bản quyền giống mới; bình tuyển cây đầu dòng, cây trội;","Jö vei, pôtho khan, khai thak nguoân gen; nghieân köêu chaê pôm; phuêk trang, gia hoêa adreâÊch; nhôêp noâi, ruoât ‘ban kueân adreâÊch anao; ‘binh tueân ‘long pôtôm yoêng, ‘long pôgloh;"
"Chăm sóc vườn cây đầu dòng, rừng giống, vườn giống; nhập, hoàn thiện quy trình công nghệ sản xuất giống; đào tạo tập huấn quy trình công nghệ nhân giống; quản lý chất lượng giống...","Tôme rong vöôn ‘long pôtôm yoêng, bri adreâÊch, vöôn adreâÊch; nhôêp, keh kong tôdrong koâng ngheâ choh jang adreâÊch; pôtôêp pôtho khan tôdrong koâng ngheâ nhaân adreâÊch; ngoê hnheêi tôdrong thu ‘yoêk ñei adreâÊch…"
"Cơ sở vật chất và trang thiết bị cho các cơ quan nghiên cứu, sản xuất, chế biến giống; xây dựng cơ sở hạ tầng các vùng sản xuất giống tập trung; trồng mới và chăm sóc thời kỳ kiến thiết cơ bản; nhập nội giống gốc vật nuôi dài ngày...","Kô sô vaât chaât oeêng trang thieâÊt ‘bi aên rim kô kuan nghieân köêu, choh jang, cheâÊ ‘bieâÊn adreâÊch; tôjung pôm kô sô ha taâng rim apung choh jang adreâÊch pônhoâm; pôtaêm anao oeêng tôme rong jônang kieâÊn thieâÊt kô ‘ban; nhôêp noâi adreâÊch tôm xem rong lö ‘naêr…"
Ngân sách nhà nước hỗ trợ: Chi phí nuôi giữ đàn giống gốc vật nuôi;,Jeân kôpal tôguêm: Jeân rong jö tôpul adreâÊch tôm xem rong
"Chi phí sản xuất giống gốc, giống siêu nguyên chủng, giống bố mẹ, hạt lai F1, nhân giống cây lâm nghiệp bằng phương pháp nuôi cấy mô;","Jeân choh jang adreâÊch tôm, adreâÊch sieâu ngueân chung adreâÊch miê ‘baê, geêr lai F1, nhaân adreâÊch ‘long laâm nghieâp ñôêng tôdrong rong kaâÊy moâ"
"Chăm sóc, nuôi giữ giống gốc; mua lợn đực, nái giống ngoại; chi phí sản xuất sản phẩm kích dục tố cho cá đẻ; hỗ trợ đầu tư phòng thử nghiệm quốc gia và kiểm nghiệm chất lượng giống…","Tôme rong, rong jö adreâÊch tôm; ruoât ‘nhuêng akanh, nhung klo adreâÊch ngoai; jeân choh jang ñoâ kiêch ‘yuêk toâÊ aên ka ñeh; tôguêm ñaâu tö phong thö nghieâm kôpal teh ñak oeêng kieâm nghieâm tôdrong thu ‘yoêk ñei adreâÊch…"
Về đất đai,Lôêm tôdrong teh
"Các doanh nghiệp có dự án sản xuất giống cây trồng, vật nuôi được hưởng chính sách ưu đãi về đất theo quy định tại Nghị định số 57/2018/NĐ-CP ngày 17 tháng 4 năm 2018 của Chính phủ.","Rim yoanh nghieâp ôêi yöê an choh jang adreâÊch ‘long pôtaêm, xem rong ñei höông tôdrong öu ñai lôêm tôdrong teh ‘boi tôdrong lôêm Nghiê ñinh ksoâÊ pôñaêm jiêt tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam/NÑ-CP ‘naêr minh jiêt tôpôêh kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng kôpal teh ñak"
Về thuế và giá sản phẩm dịch vụ công ích thủy lợi,Lôêm tôdrong thueâÊ oeêng giaê san phaâm jiêt vuê koâng iêch thuy lôi
"Các tổ chức, cá nhân đầu tư nghiên cứu, sản xuất giống cây trồng, vật nuôi thực hiện theo các quy định của pháp luật về thuế và giá.","Rim toâ chöêk, kôdih ôkôêu tôguêm nghieân köêu, choh jang adreâÊch ‘long pôtaêm, xem rong pôm ‘boi rim tôdrong ñôêng phap luaât lôêm tôdrong thueâÊ oeêng giaê"
Chính sách bảo hộ bản quyền tác giả và khen thưởng,Tôdrong ‘bao hoâ ‘ban kueân tak gia oeêng bône
"Thực hiện chính sách bảo hộ bản quyền tác giả đối với giống mới theo quy định của Luật Sở hữu trí tuệ, Luật Chuyển giao công nghệ; khen thưởng các tổ chức, cá nhân có đóng góp trong nghiên cứu, sản xuất giống.","Pôm tôdrong ‘bao hoâ ‘ban kueân tak gia adriêng adreâÊch anao ‘boi tôdrong ñôêng Luaât sô höu triê tueâ, Luaât chueân giao koâng ngheâ; bône rim toâ chöêk, kôdih ôkôêu ôêi tôdrong pôgoêp lôêm nghieân köu, choh jang adreâÊch"
Công tác quản lý Nhà nước về giống,Tôdrong ngoê hnheêi kôpal lôêm tôdrong adreâÊch
"Rà soát, điều chỉnh, bổ sung các văn bản quy phạm pháp luật liên quan đến công tác quản lý Nhà nước về giống.","Ngoê hnheêi, tôplih, tôguêm rim vaên ‘ban kuy pham phap luaât lieân kuan truh tôdrong ngoê hnheêi kôpal lôêm tôdrong adreâÊch"
"Hoàn thiện, điều chỉnh hệ thống các tiêu chuẩn, quy chuẩn về giống phù hợp với điều kiện trong nước và luật pháp quốc tế.","Keh kong, tôplih tôdrong rim tieâu chuaân, kuy chuaân lôêm adreâÊch trô troê adriêng tôdrong lôêm teh ñak oeêng luaât phap kuoâÊc teâÊ"
Thực hiện đồng bộ các biện pháp nhằm nâng cao năng lực quản lý giống từ trung ương đến địa phương.,Pôm adring rim tôdrong söê poâk xuoân tôdrong ngoê hnheêi adreâÊch ñôêng trung öông truh cham pôlei
"Nâng cao chất lượng nguồn nhân lực nghiên cứu, sản xuất giống","Poâk xuoân tôdrong thu ‘yoêk ñei nguoân nhaân löêk nghieân köêu, choh jang adreâÊch"
"Đào tạo ngắn hạn cho các đối tượng làm công tác giống về chuyên môn, nghiệp vụ ở trong nước hoặc thuê chuyên gia nước ngoài đến Việt Nam chuyển giao công nghệ về giống.","Pôtôêp ‘biêa ‘naêr aên rim ñoâÊi töông pôm tôdrong adreÊâch lôêm chueân moân, nghieâp vuê oei lôêm teh ñak thoi thueâ chueân gia nöôc ngoai truh Vieât Nam pôtruh koâng ngheâ lôêm tôdrong adreâÊch"
"Thông qua nguồn kinh phí từ các Chương trình khác, lựa chọn các đối tượng đào tạo dài hạn và ngắn hạn về nghiên cứu, quản lý và sản xuất giống.","Thoâng kua nguoân jeân ñôêng rim tôdrong nai, chaê rim ñoâÊi töông pôtôêp lö ‘naêr oeêng ‘biêa ‘naêr lôêm nghieân köêu, ngoê hnheêi oeêng choh jang adreâÊch"
Hợp tác quốc tế trong lĩnh vực giống,Hôêp tak kuoâÊc teâÊ lôêm tôdrong adreâÊch
"Nhập nội giống mới, trao đổi nguồn gen làm vật liệu chọn tạo giống; tiếp thu phương pháp nghiên cứu chọn tạo, chuyển giao khoa học công nghệ, sản xuất, bảo quản, chế biến giống theo hướng công nghiệp hiện đại của các nước và các tổ chức quốc tế.","Nhôêp noâi adreâÊch anao, trao ñoâi nguoân gen pôm vaât lieâu ‘yoêk pôm adreâÊch; tieâÊp thu tôdrong nghieân köêu ‘yoêk pôm, pôtruh khoa hoêk koâng ngheâ, choh jang, jö vei, cheâÊ ‘bieâÊn adreâÊch ‘boi tôdrong koâng nghieâp hieân ñai ñôêng nöôc ngoai oeêng rim toâ chöêk kuoâÊc teâÊ"
"Xúc tiến thương mại để mở rộng thị trường giống cây trồng, vật nuôi tại các nước theo quy định của pháp luật.","Xuêk tieâÊn thöông mai söê pôloêk saê thi tröông dreâÊch ‘long pôtaêm, xem rong lôêm rim ñak ‘boi tôdrong ñôêng phap luaât"
Tổ chức thực hiện,Pôloêk pôm
Bộ Nông nghiệp và Phát triển nông thôn,‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
"Chủ trì, phối hợp với Bộ Kế hoạch và Đầu tư và Bộ Tài chính hướng dẫn thực hiện Chương trình; tổng hợp đề xuất nhu cầu vốn trung hạn thực hiện Chương trình báo cáo cấp có thẩm quyền xem xét, quyết định.","Pôgôl, adriêng ‘Boâ Keâ hoach oeêng Ñaâu tö oeêng ‘Boâ Tai chiênh pôtho khan pôm Chöông trinh; toâng hôêp pôtho khan tôdrong waê jeân trung han pôm Chöông trinh pôtho khan kôêp ôêi thaâm kueân ngoê hnheêi, kueâÊt ñinh"
"Xây dựng kế hoạch trung hạn và hằng năm đối với các dự án do các đơn vị trực thuộc thực hiện gửi Bộ Kế hoạch và Đầu tư, Bộ Tài chính tổng hợp theo quy định.","Tôjung pôm glong pônhroh trung han oeêng rim sônaêm adriêng rim yöê an yua rim ñôn viê tröêk thuoâÊk pôm göi ‘Boâ Keâ hoach oeêng Ñaâu tö, ‘Boâ Tai chiênh toâng hôêp ‘boi tôdrong"
"Chủ trì, phối hợp với các bộ, ngành liên quan sửa đổi, bổ sung, xây dựng mới các chính sách, bảo đảm cho việc thực hiện mục tiêu của Chương trình.","Pôgôl, adriêng rim ‘boâ, nganh lieân kuan tôplih, tôguêm, tôjung  pôm anao rim tôdrong, tômaên tôl aên tôdrong pôm muêk tieâu ñôêng Chöông trinh"
"Kiểm tra, giám sát tình hình thực hiện Chương trình; tổ chức sơ kết, tổng kết đánh giá kết quả thực hiện Chương trình.","Ngoê hnheêi tôdrong pôm Chöông trinh; pôloêk sô keât, toâng keât pôtho khan thu ‘yoêk pôm chöông trinh"
Bộ Kế hoạch và Đầu tư,‘Boâ Keâ hoach oeêng Ñaâu tö
"Chủ trì hướng dẫn chi ngân sách nguồn vốn đầu tư phát triển, phối hợp với Bộ Nông nghiệp và Phát triển nông thôn hướng dẫn triển khai thực hiện Chương trình","Pôgôl pôtho khan chi ngaân sach nguoân jeân tôguêm pôjing, adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei pôtho khan pônhroh pôm Chöông trinh"
"Theo quy định của Luật Đầu tư công và Nghị quyết của Ủy ban Thường vụ Quốc hội quy định nguyên tắc, tiêu chí, định mức phân bổ vốn đầu tư công nguồn ngân sách nhà nước giai đoạn 2021 - 2025 và các quy định khác có liên quan.","‘Boi tôdrong ñôêng Luaât Ñaâu tö koâng oeêng Nghiê kueâÊt ñôêng Uy ‘ban Thöông vuê KuoâÊc hoâi kuy ñinh ngueân taêk, tieâu chiê, ñinh möêk phaân ‘boâ jeân ñaâu tö koâng nguoân jeân kôpal jônang ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôñaêm oeêng rim tôdrong nai ôêi lieân kuan."
"Chủ trì, phối hợp với Bộ Tài chính, Bộ Nông nghiệp và Phát triển nông thôn cân đối vốn đầu tư phát triển theo kế hoạch trung hạn và hằng năm thực hiện Chương trình.","Pôgôl, adriêng ‘Boâ Tai chiênh, ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei kaân ñoâÊi jeân tôguêm oeêng pôjing ‘boi glong pônhroh trung han oeêng rim sônaêm pôm Chöông trinh"
"Phối hợp với Bộ Nông nghiệp và Phát triển nông thôn xây dựng, điều chỉnh các chính sách triển khai thực hiện Chương trình phù hợp với quy định của pháp luật.","Adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei tôjung pôm, tôplih rim tôdrong pônhroh pôm Chöông trinh trô troê adriêng tôdrong ñôêng phap luaât"
"Phối hợp với Bộ Nông nghiệp và Phát triển nông thôn kiểm tra, giám sát kết quả thực hiện Chương trình.",Adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei ngoê hnheêi thu ‘yoêk pôm Chöông trinh
Bộ Tài chính,‘Boâ Tai chiênh
"Chủ trì hướng dẫn chi ngân sách nguồn vốn sự nghiệp, phối hợp với Bộ Nông nghiệp và Phát triển nông thôn hướng dẫn triển khai thực hiện Chương trình.","Pôgôl pôtho khan chi ngaân sach nguoân jeân sö nghieâp, adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei pôtho khan pônhroh pôm Chöông trinh"
"Chủ trì, phối hợp với Bộ Nông nghiệp và Phát triển nông thôn cân đối, bố trí vốn sự nghiệp trung hạn và hàng năm thực hiện Chương trình.","Pôgôl, adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei kaân ñoâÊi, ‘boâÊ triê nguoân jeân sö nghieâp trung hgan oeêng rim sônaêm pôm Chöông trinh"
"Phối hợp với Bộ Nông nghiệp và Phát triển nông thôn xây dựng, điều chỉnh các chính sách triển khai thực hiện Chương trình.","Adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei tôjung pôm, tôplih rim tôdrong pônhroh pôm Chöông trinh"
Phối hợp với Bộ Kế hoạch và Đầu tư cân đối nguồn vốn đầu tư phát triển thực hiện Chương trình trung hạn và hàng năm.,Adriêng ‘Boâ Keâ hoach oeêng Ñaâu tö kaân ñoâÊi nguoân jeân tôguêm pôjing pôm Chöông trinh trung han oeêng rim sônaêm
"Phối hợp với Bộ Nông nghiệp và Phát triển nông thôn kiểm tra, giám sát kết quả thực hiện Chương trình.",Adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei ngoê hnheêi thu ‘yoêk pôm Chöông trinh
Bộ Khoa học và Công nghệ,‘Boâ Khoa hoêk oeêng Koâng ngheâ
"Chủ trì chỉ đạo, hướng dẫn triển khai thực hiện các nhiệm vụ phát triển khoa học công nghệ về giống của Chương trình.","Pôgôl, pôtho khan pônhroh pôm rim tôdrong pôjing khoa hoêk koâng ngheâ lôêm adreâÊch ñôêng Chöông trinh"
"Chủ trì, phối hợp với Bộ Nông nghiệp và Phát triển nông thôn xây dựng, điều chỉnh các chính sách triển khai thực hiện Chương trình.","Pôgôl, adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei tôjung pôm, tôplih rim tôdrong pônhroh pôm Chöông trinh"
Chủ trì phê duyệt danh mục và cân đối kinh phí thực hiện các nhiệm vụ khoa học công nghệ cấp Nhà nước về nghiên cứu chọn tạo giống. ,Pôgôl pheâ jueâÊt yanh muêk oeêng kaân ñoâÊi jeân pôm rim tôdrong khoa hoêk koâng ngheâ kôêp kôpal lôêm nghieân köêu chaê pôm adreâÊch
"Chủ trì, phối hợp với Bộ Nông nghiệp và Phát triển nông thôn kiểm tra, giám sát kết quả thực hiện các nhiệm vụ khoa học công nghệ cấp Nhà nước về nghiên cứu chọn tạo giống.","Pôgôl, adriêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei ngoê hnheêi thu ‘yoêk pôm rim tôdrong khoa hoêk koâng ngheâ kôêp kôpal lôêm nghieân köêu chaê pôm adreâÊch"
